bus_stop_name,municipality,operator_1,operator_2,operator_3,route_type_1,route_type_2,route_type_3,note,longitude,latitude,prefecture
松葉,西東京バス（株）,"奥30,奥31,川31,川30",,,"1,1,1,1",,,,139.1587902486605,35.80968258712577,東京都
入谷三丁目,東武バスセントラル（株）,竹02,,,1,,,,139.76308229452331,35.80927635652438,東京都
入谷三丁目,国際興業（株）,赤26/26-2,,,1,,,,139.76308229452331,35.80927635652438,東京都
入谷九丁目,国際興業（株）,川04,,,1,,,,139.75886295569128,35.80905100442095,東京都
奥多摩駅,西東京バス（株）,"急行,奥20,奥30,奥31,奥15,奥14,奥11,奥10,奥09,奥12,奥21",,,"1,1,1,1,1,1,1,1,1,1,1",,,,139.09655878664321,35.80895995712762,東京都
舎人町,東武バスセントラル（株）,"竹01,竹02,竹03,竹07,竹08",,,"1,1,1,1,1",,,,139.77090164339742,35.808857072685946,東京都
市営住宅,西東京バス（株）,"河11,小08",,,"1,1",,,,139.30085621190926,35.80857202204668,東京都
峠下,西東京バス（株）,"河11,小08",,,"1,1",,,,139.30348238491928,35.80827602084872,東京都
放射11号舎人,東京都,里48,,,2,,,,139.77015839002934,35.80828019861829,東京都
放射11号舎人,東武バスセントラル（株）,竹08,,,1,,,,139.77015839002934,35.80828019861829,東京都
西門寺橋,東武バスセントラル（株）,"竹01,竹02,竹03,竹07,竹08",,,"1,1,1,1,1",,,,139.7730556527762,35.807899206312605,東京都
南一丁目,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.09566255298137,35.80783823837164,東京都
木野下神社,西東京バス（株）,"河11,小08",,,"1,1",,,,139.29717518996205,35.80738734115164,東京都
舎人一号公園,国際興業（株）,西11,,,1,,,,139.7541247186445,35.80732481859777,東京都
水神橋（足立区）,東武バスセントラル（株）,竹14,,,1,,,,139.80149553895322,35.80729836188724,東京都
入谷四丁目,東武バスセントラル（株）,竹02,,,1,,,,139.76313764560132,35.807149384210994,東京都
入谷四丁目,国際興業（株）,赤26/26-2,,,1,,,,139.76313764560132,35.807149384210994,東京都
原今井,西武バス（株）,"入市32-3,入市32-2,入市32-1,入市32",,,"1,1,1,1",,,,139.31464009929778,35.80705398901035,東京都
原今井,入間市,てぃーワゴン　金子コース,,,3,,,,139.31464009929778,35.80705398901035,東京都
入谷北,国際興業（株）,川04,,,1,,,,139.7591166235101,35.80687459737666,東京都
南二丁目,西東京バス（株）,"奥15,奥14,奥11,奥10,奥09,奥12",,,"1,1,1,1,1,1",,,,139.09547367445995,35.806727229001105,東京都
古千谷,東武バスセントラル（株）,"竹01,竹02,竹03,竹07,竹08",,,"1,1,1,1,1",,,,139.77648650646327,35.806686703156096,東京都
文教大学（東京あだちキャンパス）,東武バスセントラル（株）,"竹16,竹16急行,北11,六19,谷02",,,"1,1,1,1,1",,,,139.80668876441598,35.80663170539906,東京都
